,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
1701,TagZ Foods,Food,Pre-series A,5000000,Bangalore,TagZ Foods is a supplier of snacks and food products.,2021,2019.0,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts
1702,Fuel Buddy,Oil and Energy,,10000000,New Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2021,2017.0,Aditya Singh,Jaipuria Family Office
1703,M1xchange,FinTech,,100000000,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,2017.0,Sundeep Mohindru,Amazon
1704,Spintly,Tech Startup,,5000000,Goa,Wireless cloud based access control platform,2021,2017.0,Rohin Parkar,Riso Capital
1705,EF Polymer,AgriTech,,2000000,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2021,2018.0,Narayan Lal Gurjar,MTG Ventures
1706,boAt,Electronics,,60000000,New Delhi,boAt is a consumer electronics and lifestyle company.,2021,2016.0,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus"
1707,TruNativ,Food & Beverages,Seed,0,Mumbai,TruNativ Foods & Beverages Pvt Ltd,2021,2019.0,"Pranav Malhotra, Mamta Malhotra",9Unicorns
1708,iBus,Telecommuncation,,210000000,Bangalore,iBus Networks is an in-building connectivity solutions company,2021,2010.0,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley
1709,Puresh Daily,Milk startup,Seed,1000000,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,2019.0,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners"
1710,LearnVern,EdTech,,10000000,Ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,2016.0,"Niral Modi, Aditi Modi",
1711,LimeChat,AI Chatbot,Seed,75000000,"Faridabad, Haryana",Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,2020.0,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma"
1712,Dybo,IT,Seed,1000000,Bangalore,Product Visualisation Technology for Commerce,2021,2019.0,Dhawal Jain,Spanache
1713,moEVing,Logistics,Seed,10000000,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",2021,2021.0,VIKASH MISHRA,
1714,WeWork India,Hospitality,,260000000,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,2017.0,Karan Virwani,
1715,Solethreads,Fashion,Series A,10000000,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,2018.0,Vikram Iyer,"DSG Consumer Partners, Saama Capital"
1716,Beldara,E-commerce,,74000000,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,2018.0,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures
1717,CredFlow,FinTech,Seed,20000000,New Delhi,CredFlow provides financial solutions to automate your cashflows.,2021,2020.0,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
1718,Do Your Thng,Marketing,,15000000,Gurugram,World's first shared economy platform for digital assets.,2021,2018.0,Ankit Agarwal,"Angelbay Holdings, Faad Network"
1719,Oye Rickshaw,Transportation,,30000000,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,2017.0,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures"
1720,Legitquest,LegalTech,,6000000,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge"
1721,Swiggy,Food delivery,,8000000000,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital"
1722,AntWak,EdTech,Seed,0,Bangalore,AntWak provides a video platform for e-learning service.,2021,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah"
1723,PlayShifu,EdTech,Series B,170000000,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,2016.0,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund"
1724,Pitstop,Automotive,Pre-series B,35000000,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture"
1725,Lendingkart,FinTech,Debt,150000000,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings"
1726,CRED,FinTech,Series D,2150000000,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management"
1727,Karnival,SaaS startup,Seed,25000000,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015.0,Neeraj Tyagi,!00x.vc
1728,PharmEasy,HealthTech,Series E,3500000000,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec"
1729,WESS,Renewable Energy,Seed,20000000,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989.0,Hitesh Doshi,Centrum Financial Services
1730,ShopSe,FinTech,,55000000,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT"
1731,Fantasy Akhada,Fantasy sports,,6000000,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,2020.0,Amit Purohit,Harsha Bhogle
1732,Rage Coffee,Food & Beverages,Pre-series A,0,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,2018.0,Bharat Sethi,"GetVantage, Prakash Katama"
1733,Groww,FinTech,Series D,830000000,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund"
1734,Avanti Finance,FinTech,Series A,260000000,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation
1735,Kudos,FinTech,Pre-series A,0,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,2014.0,Naresh Vigh,Marquee fintech founders
1736,OfBusiness,FinTech,,1100000000,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners"
1737,Superpro.ai,Video communication,Seed,30000000,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India"
1738,ShareChat,Social Media,,5000000000,Bangalore,ShareChat is a social networking and regional content platform.,2021,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal"
1739,WiT-ACE,Skill development,Seed,10000000,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020.0,Anuranjita Kumar,CitiusTech
1740,Spinny,Retail,Series C,650000000,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
1741,Alteria Capital,FinTech,Debt,1500000000000,Mumbai,Alteria Capital is a Venture debt firm .,2021,2018.0,Vinod Murali,
1742,Safexpay,FinTech,,60000000,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017.0,Ravi Gupta,"T Choithrams BVI, Ardor"
1743,PumPumPum,Rental,Pre-series A,7000000,Gurugram,Pumpumpum is a car rental company.,2021,2018.0,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank"
1744,Speciale Invest,FinTech,,100000000,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,2017.0,"Vishesh Rajaram, Arjun Rao",
1745,Eunimart,E-commerce,Pre-series A,7000000,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016.0,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt"
1746,Meesho,E-commerce,,3000000000,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway"
1747,CareerLabs,EdTech,,22000000,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,2019.0,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital
1748,Uable,EdTech,Pre-series A,350000000,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,2020.0,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures"
1749,Zoko,Tech Startup,Seed,1400000000,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016.0,"Arjun Paul, Aromal Sivadasan",Y Combinator
1750,GetWork,Recruitment,Seed,2000000,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,2019.0,Rahul Veerwal,Artha Venture Fund
1751,Easebuzz,E-commerce,Series A,40000000,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,2015.0,Rohit Prasad,"Jitendra Gupta, Amrish Rau"
1752,Chingari,Social Media,,130000000,Bangalore,Chingari operates as a short video platform.,2021,2018.0,Sumit Ghosh,"FJ Labs, Brian Norgard"
1753,DusMinute,Retail,Pre-series A,11000000,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,2017.0,Apoorva Mishra,Indian Angel Network
1754,Onsurity,HealthCare,,0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,2020.0,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah"
1755,Karbon Card,FinTech,,0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator
1756,Factors.AI,SaaS startup,,20000000,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures"
1757,Elevar,Sports,,20000000,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,2017.0,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital"
1758,Studio Sirah,Computer Games,,8000000,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,2020.0,"Abhaas Shah, Prateek Shah",Lumikai
1759,OTO Capital,FinTech,,60000000,Mumbai,The Future Of Vehicle Ownership!,2021,2018.0,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India
1760,1Bridge,Consumer Goods,,25000000,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners
1761,Skeps,FinTech,,95000000,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,2018.0,"Mayank Tewari, Tushar Srivastava",Bertelsmann India
1762,Curefoods,Food & Beverages,,130000000,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,2020.0,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal"
1763,TartanSense,Information Technology,,50000000,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
1764,Bewakoof,Apparel & Fashion,,80000000,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,2012.0,Prabhkiran Singh,InvestCorp
1765,Kirana247,Logistics & Supply Chain,,10000000,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
1766,FanPlay,Computer Games,,1200000,Computer Games,A real money game app specializing in trivia games,2021,2020.0,YC W21,"Pritesh Kumar, Bharat Gupta"
1767,NeoDocs,Healthtech,,0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
1768,IsGoingOnline,Retail,,2000000,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
1769,Camp K12,EdTech,,120000000,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
1770,Elda Health,Healthcare,,15000000,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
1771,Sporjo,SportsTech,,20000000,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
1772,Advantage Club,HRTech,,17000000,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,2014.0,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah"
1773,SuperGaming,Gaming,,55000000,Pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
1774,Ruptok,FinTech,,10000000,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Eclear Leasing
1775,TartanSense,Information Technology,Series A,50000000,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
1776,Kirana247,Logistics & Supply Chain,Pre-series A,10000000,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
1777,NeoDocs,Healthtech,Pre-seed,0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
1778,IsGoingOnline,Retail,Pre-series A,2000000,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
1779,Camp K12,EdTech,Series A,120000000,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
1780,Elda Health,Healthcare,Seed,15000000,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
